brand,model_year,bike_age,price,price_segment,power_bhp,owner_num,annual_depreciation,price_retention_ratio
hyosung,2016,9,350000.0,Luxury (>200k),72.68,1,-0.16195394587093115,1.1666666666666667
harley-davidson,2015,10,389100.0,Luxury (>200k),47.0,1,-0.15682946621899485,0.9048837209302325
harley-davidson,2015,10,389100.0,Luxury (>200k),47.0,1,-0.15682946621899485,0.9048837209302325
harley-davidson,2014,11,355000.0,Luxury (>200k),47.0,1,-0.1321302980930792,0.8255813953488372
harley-davidson,2014,11,350000.0,Luxury (>200k),47.0,2,-0.13067134305257166,0.813953488372093
hyosung,2013,12,230000.0,Luxury (>200k),72.68,2,-0.08067889231582526,0.7666666666666667
harley-davidson,2015,10,430000.0,Luxury (>200k),47.0,1,-0.1684498165171382,1.0
harley-davidson,2014,11,317565.0,Luxury (>200k),47.0,1,-0.12071917368582952,0.7385232558139535
harley-davidson,2014,11,325000.0,Luxury (>200k),47.0,1,-0.12307951242039272,0.7558139534883721
harley-davidson,2017,8,425000.0,Luxury (>200k),47.0,1,-0.21304703377812184,0.9883720930232558
harley-davidson,2014,11,390000.0,Luxury (>200k),47.0,1,-0.14184932598407407,0.9069767441860465
harley-davidson,2014,11,310000.0,Luxury (>200k),47.0,2,-0.11826542826003417,0.7209302325581395
harley-davidson,2016,9,400000.0,Luxury (>200k),47.0,1,-0.17932217509519055,0.9302325581395349
harley-davidson,2020,5,515000.0,Luxury (>200k),47.0,1,-0.41542833097668375,1.197674418604651
harley-davidson,2015,10,430000.0,Luxury (>200k),47.0,1,-0.1684498165171382,1.0
harley-davidson,2014,11,351500.0,Luxury (>200k),47.0,2,-0.1311110085298397,0.8174418604651162
harley-davidson,2015,10,365000.0,Luxury (>200k),47.0,1,-0.14945640766800894,0.8488372093023255
harley-davidson,2014,11,270200.0,Luxury (>200k),47.0,1,-0.1043831606902601,0.6283720930232558
harley-davidson,2016,9,390000.0,Luxury (>200k),47.0,1,-0.17600929783705133,0.9069767441860465
harley-davidson,2017,8,850000.0,Luxury (>200k),60.0,1,-0.3228371704216959,1.9767441860465116
harley-davidson,2014,11,391000.0,Luxury (>200k),47.0,1,-0.1421151816173456,0.9093023255813953
hyosung,2013,12,170000.0,Premium (100-200k),72.68,1,-0.05379651845541167,1.0303030303030303
triumph,2019,6,875000.0,Luxury (>200k),111.0,1,-0.4591727392684606,1.09375
harley-davidson,2016,9,390000.0,Luxury (>200k),47.0,1,-0.17600929783705133,0.9069767441860465
harley-davidson,2014,11,380700.0,Luxury (>200k),47.0,1,-0.13934674335620123,0.8853488372093024
hyosung,2015,10,390000.0,Luxury (>200k),72.68,1,-0.15709676624804048,1.3
harley-davidson,2015,10,275000.0,Luxury (>200k),47.0,1,-0.117368666312621,0.6395348837209303
harley-davidson,2015,10,320000.0,Luxury (>200k),47.0,1,-0.1344313428426931,0.7441860465116279
harley-davidson,2016,9,358900.0,Luxury (>200k),47.0,1,-0.1652004073053659,0.8346511627906976
harley-davidson,2015,10,596562.0,Luxury (>200k),50.0,1,-0.20733774380884484,1.387353488372093
harley-davidson,2016,9,450000.0,Luxury (>200k),47.0,1,-0.19485740213637048,1.0465116279069768
harley-davidson,2019,6,520000.0,Luxury (>200k),47.0,1,-0.33794806523081755,1.2093023255813953
harley-davidson,2016,9,421000.0,Luxury (>200k),47.0,1,-0.18604614832935074,0.9790697674418605
harley-davidson,2016,9,395000.0,Luxury (>200k),47.0,1,-0.17767505565066344,0.9186046511627907
harley-davidson,2015,10,400000.0,Luxury (>200k),47.0,1,-0.16002999319977773,0.9302325581395349
